"Date","Country/Location","Rating","Author","Title","Body","Image links","Image Video Links","Verified Purchase","URL","Helpful count","Variation information","Styles"
"07/04/2021","United States 🇺🇸 ","5","Amazon Customer","amazing","i like this game it is a lot of fun","","","true","https://www.amazon.com/gp/customer-reviews/R2GTP1NXVOPHD7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"07/04/2021","United States 🇺🇸 ","5","sandra e schneider","Mario kart","For my 5 year old grandson. A perfect game for him","","","true","https://www.amazon.com/gp/customer-reviews/R1Y3O1QI5XNI7E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"07/03/2021","United States 🇺🇸 ","5","Skyler Khoury","A classic","It's Mario Kart, again. What more can I say?","","","true","https://www.amazon.com/gp/customer-reviews/R1H3KNQG6NXHZQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"07/03/2021","United States 🇺🇸 ","4","J R.","Works good. You'll have fun.","The game workes just fine, so in that regard it gets a good rating, however being a long time mario kart player, SNES,GB,GC,WII,WII-U, and now Switch, I have to say mario kart 7 was absolutely the best in the series. One thing about Switch version 8 I like is that it gives options that help younger kids play it. For instance I have a six year old who is not good with the controls yet- always falling off the sides- but the game has a setting that will keep her on the road.","","","true","https://www.amazon.com/gp/customer-reviews/RP82I3QORE66O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"07/02/2021","United States 🇺🇸 ","5","sarah b. kinzer","Excellent graffics and game play.","Fun game. Hours of entertainment.","","","true","https://www.amazon.com/gp/customer-reviews/R2O8XZ16RRURCZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"07/01/2021","United States 🇺🇸 ","5","Amazon Customer","Fun","Fun","","","true","https://www.amazon.com/gp/customer-reviews/R1W1GEB8DA99O3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/28/2021","United States 🇺🇸 ","5","Daniel Velez","Gaming Goodness","One of the best games ever made on Nintendo! Tons of fun and will stay occupied!","","","true","https://www.amazon.com/gp/customer-reviews/RSHZ6XK46NS9X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/26/2021","United States 🇺🇸 ","5","Carlos Gonzalez","5 stars","Muy entretenido para jugar con tus hijos","","","true","https://www.amazon.com/gp/customer-reviews/R1O8EB9CTIU59E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/26/2021","United States 🇺🇸 ","5","Rebecca E.","Very fun","Fun game, came perfectly and a week early.","","","true","https://www.amazon.com/gp/customer-reviews/R3Q5W1YK3WSANU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/26/2021","United States 🇺🇸 ","5","Alicia","Good buy!","Great game. Very happy with purchase. Very good graphics!","","","true","https://www.amazon.com/gp/customer-reviews/R1XKTP5NYJVRDE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/26/2021","United States 🇺🇸 ","5","Julio César Guzmán O.","excelente,buena calidad","excelente,buena calidad","","","true","https://www.amazon.com/gp/customer-reviews/R1VSTPC80636DG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/23/2021","United States 🇺🇸 ","5","Donald Perry","Family favorite","Absolutely love Mario the was just the tip of the iceberg had so many fun nights and memories definitely recommend","","","true","https://www.amazon.com/gp/customer-reviews/R32YMU5XYQ0BK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/22/2021","United States 🇺🇸 ","4","Joe_Biggs","Without doubt worth the purchase!","Mario kart has always been one of the most fun games to play on any platform. Mario kart eight for the switch is no different. It has all the fun and then some!","","","true","https://www.amazon.com/gp/customer-reviews/R126JKJPGK9J77/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/21/2021","United States 🇺🇸 ","5","Rio","Worth it","The kids and I play this and it is alot of fun","","","true","https://www.amazon.com/gp/customer-reviews/R1IGVUGN4FT5G5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/21/2021","United States 🇺🇸 ","5","Michael May","nun","lol","","","true","https://www.amazon.com/gp/customer-reviews/R240X3XGJ1ES05/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/18/2021","United States 🇺🇸 ","5","Arely","Did not disapoint","My nephew was very happy to receive this for his birthday","","","true","https://www.amazon.com/gp/customer-reviews/R7FLDK9Z1U8SD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/17/2021","United States 🇺🇸 ","4","Disappointed","Broken Case","Game works great. The case was broken on top right. Could have gotten 5 stars.","","","true","https://www.amazon.com/gp/customer-reviews/R1SPAYCFVM2H2H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/17/2021","United States 🇺🇸 ","5","Jojofromcali","Really great","A favorite. Racing and Nintendo, what more could you want?","https://images-na.ssl-images-amazon.com/images/I/C1jAHrEyAGS._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R2742CHWSKBVV3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/16/2021","United States 🇺🇸 ","5","Rosaura Ortiz","Great.  True to the description,","True to rue description, fun game","","","true","https://www.amazon.com/gp/customer-reviews/R3QRNYHTXSENLO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/16/2021","United States 🇺🇸 ","5","cain","Es muy difícil vertido","Esta muy bien","","","true","https://www.amazon.com/gp/customer-reviews/R2NA3ORGGAZWHW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/14/2021","United States 🇺🇸 ","5","Gary. W.","Game quite entertaining.","My grandson loves this game.","","","true","https://www.amazon.com/gp/customer-reviews/R1E5FTMDGZZSM2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/13/2021","United States 🇺🇸 ","5","jay","Great game","Great game. I suck at online play but its still fun.Was a few days off delivery.Highly recommend this game.","https://images-na.ssl-images-amazon.com/images/I/81Y4gGgepJL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/RCFVSKJNPH6BZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/12/2021","United States 🇺🇸 ","5","Angela Moore","Perfect","Fun fun fun","","","true","https://www.amazon.com/gp/customer-reviews/R1R7YI681U4U8E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/11/2021","United States 🇺🇸 ","5","Kevin","fast","fast","","","true","https://www.amazon.com/gp/customer-reviews/RG4I748MCB21A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/11/2021","United States 🇺🇸 ","4","christian armstrong","Great game. Horrible control options.","I love this game. It's a great game. It's easy to pick up and play for a few minutes or a few hours. It's great for new players and old. However something that I find very very VERY annoying is the touch screen controls. If you have big hands and are playing on a switch lite the touch screen controls are gonna be the destroyer of many rounds of playing. It's stupid cuz you cannot disable this setting either. You'll be mid drift or mid game and bam the game pauses. Other than this very minor detail it's an AMAZING GAME. It's just that this detail is very annoying to me personally.","","","false","https://www.amazon.com/gp/customer-reviews/RB9W5X1LC9AZQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/10/2021","United States 🇺🇸 ","5","Michelle Wightman","Highly recommend","Wonderful game! My daughter and I have spent hours playing this game on our switch. Would highly recommend for adults and kids. Lots of cool games and battle choices to play!","","","true","https://www.amazon.com/gp/customer-reviews/RST9K9RIS79NU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/08/2021","United States 🇺🇸 ","5","Maria Rivera","Awesome Game","The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Game has worked perfectly since I purchased it about two months ago! My siblings and I have played it non-stop!In the video attached, a two-player race on the Yoshi Circuit map is shown.","","","true","https://www.amazon.com/gp/customer-reviews/R2AJKLSOY62SWX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","2","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/08/2021","United States 🇺🇸 ","5","Kyla buluc","Super fun!","Yes","","","true","https://www.amazon.com/gp/customer-reviews/R31HOGIITNXA5X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/08/2021","United States 🇺🇸 ","4","James","Incredibly fun game, I especially love the addition of more player vs player games.","It does seem less daunting to ride on the edge of a track as it is almost impossible to fall or lose ground. The danger of that made it somehow more exciting.","","","true","https://www.amazon.com/gp/customer-reviews/R6GP0ZT6OGX75/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/05/2021","United States 🇺🇸 ","3","Andrew Bars","Fun with friends, boring without","Good game, fun with friends, but is hardly interesting without anyIt does get stale even with friends so you really should just buy the digital version","","","true","https://www.amazon.com/gp/customer-reviews/R29H8F9HTRUL32/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/04/2021","United States 🇺🇸 ","5","River dye","Family and friends fun game!","This is a great fun game! You can play it will family or friends or if your by yourself even! Showed up on time and in good shape!","","","true","https://www.amazon.com/gp/customer-reviews/R1MCIHONS8RK23/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/02/2021","United States 🇺🇸 ","5","Nicole Ramos","Fun for kids and adults.","The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     Perfect. My son loves the game!","","","true","https://www.amazon.com/gp/customer-reviews/R1GGVNELC0IYTB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/02/2021","United States 🇺🇸 ","5","walter e walker","Great Entertainment","My kids can't put this game down. The main reason for purchasing to mediate the fights over who plays. We are now a two game household.","","","true","https://www.amazon.com/gp/customer-reviews/RLJBGWNTTR853/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/02/2021","United States 🇺🇸 ","5","Isabel Medrano","Super fun!","Bought this as a gift for my younger brother and he loved it! Super fun game, very satisfied with my purchase.","","","true","https://www.amazon.com/gp/customer-reviews/RSFLIQU2PCL9A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/02/2021","United States 🇺🇸 ","5","Ricky","Plays great","classic must-have for a Nintendo console","","","true","https://www.amazon.com/gp/customer-reviews/RXQ8W493EZSMP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/01/2021","United States 🇺🇸 ","5","Anderson","Muy bien servicio 😃😃","Excelente!!!. Llegó en muy buenas condiciones.","https://images-na.ssl-images-amazon.com/images/I/B1HnBcs-4XS._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R3QJNTJAQNRAP6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"06/01/2021","United States 🇺🇸 ","5","TN Dad","It’s Mario Kart! Nothing more to say, it’s great.","Great, legendary game for the Wii U and Switch. Like just about everyone else, we love Mario Kart. Even my non-gamer wife plays with me and my daughter. This is a must-own if you have a Switch!","","","true","https://www.amazon.com/gp/customer-reviews/R1NIUQ6FXRPAAL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/30/2021","United States 🇺🇸 ","5","HENRY VELIZ","Artículo","Buen artículo de","","","true","https://www.amazon.com/gp/customer-reviews/R27V2LV45BGA3L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/29/2021","United States 🇺🇸 ","5","Addie C","Very, Very Good","The game came very well packaged. No damage and no harm.","","","true","https://www.amazon.com/gp/customer-reviews/R28ANFGT4YBRUR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/27/2021","United States 🇺🇸 ","1","Justin","Terrible","It’s bad. Just give up Nintendo.","","","false","https://www.amazon.com/gp/customer-reviews/R3LPMME2UIPZXA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/24/2021","United States 🇺🇸 ","5","Ashleigh Robertson","So fun","My 9 year old loves Mario and this is a game that we both enjoy playing.","","","true","https://www.amazon.com/gp/customer-reviews/RM5Q8UD4SFWQM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/21/2021","United States 🇺🇸 ","5","grizzley","Love it","Love","","","true","https://www.amazon.com/gp/customer-reviews/R22ZAG9NCSAR4Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2021","United States 🇺🇸 ","5","Yesenia Vega Romero","Lo quería","Tremendo regalo","","","true","https://www.amazon.com/gp/customer-reviews/RRDANDWZYOBD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/20/2021","United States 🇺🇸 ","5","AJ.Dolo","Perfect","Fun game, cartridge was in tact , thank you so much!","","","true","https://www.amazon.com/gp/customer-reviews/R2PMB0S549IYXY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/19/2021","United States 🇺🇸 ","5","Isabella Anderson","Fun to play","I love this game.","","","true","https://www.amazon.com/gp/customer-reviews/R2OMCYC093BEGF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/16/2021","United States 🇺🇸 ","5","Family","Love this game!!!","It’s fun! I’m new to gaming so I wish there was more of a tutorial but you get it after a while!","","","true","https://www.amazon.com/gp/customer-reviews/R3I3M18YTX0SA9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/15/2021","United States 🇺🇸 ","5","charles gearhart","great","great","","","true","https://www.amazon.com/gp/customer-reviews/R3NGR8QQOM5JBL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/14/2021","United States 🇺🇸 ","5","Michael Theodore","A Must for Switch","Everyone's favorite racing game for Nintendo is a must purchase if you own a Switch!","","","true","https://www.amazon.com/gp/customer-reviews/R2OF4MHN4DP17V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/13/2021","United States 🇺🇸 ","5","Verónica López","Good 👌","Good 👍","","","true","https://www.amazon.com/gp/customer-reviews/RKGMXVA835XSG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/12/2021","United States 🇺🇸 ","5","willdonin","Fantastic!","One of my favorite games. Definitely a must buy for the Nintendo Switch!Brings me back lots of memories.","","","true","https://www.amazon.com/gp/customer-reviews/RPMAKXHB9QANW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/12/2021","United States 🇺🇸 ","5","T. Nicolaisen","Great Family Game!","This is a game for the whole family! My preteens actually ask us to play with them. Fun to play and easy to learn the gameplay.","","","true","https://www.amazon.com/gp/customer-reviews/RPRSWJE4F7OLN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/09/2021","United States 🇺🇸 ","1","Jeff Bledsoe","Not happy","There wasn't a game in the case.","","","true","https://www.amazon.com/gp/customer-reviews/R6LISL3WS19SE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/07/2021","United States 🇺🇸 ","5","Amazon Customer","fun for everyone","love this game, great quality","","","true","https://www.amazon.com/gp/customer-reviews/R3R8QQM99O2UH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/07/2021","United States 🇺🇸 ","5","V. G. ","Best game ever!","Love this game!","","","true","https://www.amazon.com/gp/customer-reviews/R2JUXW2UVBBYNG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/06/2021","United States 🇺🇸 ","5","July Mary","Me encanto","Me encanto","","","true","https://www.amazon.com/gp/customer-reviews/R3EGKY09OJ6EMO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/06/2021","United States 🇺🇸 ","5","LaShawn Korb","MarioKart 8 Happiness","I was so happy that I was able to get 2 copies of this game (1 was for my best friend, so we could play together). I was able to open it up, stick it in my switch lite and start playing. I received this in the mail in a timely manner! Would definitely recommend AM TRADE4CASH to anyone","","","true","https://www.amazon.com/gp/customer-reviews/ROOQZ85DSSYSW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/06/2021","United States 🇺🇸 ","5","Aatii","Worth it","My kids are happy which makes me happy.","","","true","https://www.amazon.com/gp/customer-reviews/RGY7I6NSZ5WAH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/04/2021","United States 🇺🇸 ","5","Njeri","We love Mario Kart 8!","My family loves the racing action in this game! It is definitely one of the better games that we have played and family friendly.","","","true","https://www.amazon.com/gp/customer-reviews/R53DZJ6UHBGF9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/02/2021","United States 🇺🇸 ","5","Rita Flores","El precio más bajo¡¡¡","El precio mas bajo del.mercado en su momento. Buen juego para diversión de los hijos.","","","true","https://www.amazon.com/gp/customer-reviews/RCEMG72WYEX2W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/02/2021","United States 🇺🇸 ","5","Jerry","Good party game","Good party game! Family always enjoys it","https://images-na.ssl-images-amazon.com/images/I/81GeungVZyL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R2ZOSHNTI447Z4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/01/2021","United States 🇺🇸 ","5","Yadira Perez","Encantada","Excelente condiciones.","","","true","https://www.amazon.com/gp/customer-reviews/RR9FM17Y48LGL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"05/01/2021","United States 🇺🇸 ","5","Chet","Fun waist of time","Loved on the wii that I still own but the switch is way ( graphics and control ) better","","","true","https://www.amazon.com/gp/customer-reviews/RNF5TH4NORROA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/29/2021","United States 🇺🇸 ","5","Xu Hui Zheng","like","Too fun, a game worth recommending, kids love it too much","","","true","https://www.amazon.com/gp/customer-reviews/R19H76VQACF087/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/28/2021","United States 🇺🇸 ","5","Jean Carlo","Excelente","Excelentes","","","true","https://www.amazon.com/gp/customer-reviews/R16D4C9U2DEIS3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/27/2021","United States 🇺🇸 ","5","Amazon Customer","Great Game","This is a super fun game to play and great for anyone and families and stuff. It's super addictive too.","","","true","https://www.amazon.com/gp/customer-reviews/R14Z3649EN7GNM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/27/2021","United States 🇺🇸 ","5","susan","I give this game five stars.","My grandson who is six years old loves this game. This game has great graphics.","","","true","https://www.amazon.com/gp/customer-reviews/R2S4J4IG7GR3DY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/25/2021","United States 🇺🇸 ","5","Macdubz","Lots of fun","All I can say about this game is that it's a must have it's addictive and fun a must buy.","https://images-na.ssl-images-amazon.com/images/I/A1opbW7VitL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R2F4RYCKXH7J80/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/25/2021","United States 🇺🇸 ","5","novella kinner","Game","This is something my daughter wanted for her birthdayWe were very glad to have found it","","","true","https://www.amazon.com/gp/customer-reviews/R186HLDIK7T93H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/25/2021","United States 🇺🇸 ","5","B.. Ferguson","Great game - great price!","Like the title says - love the game. And got it at a great price.","","","true","https://www.amazon.com/gp/customer-reviews/R2NKLQ9YO3WP9W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/24/2021","United States 🇺🇸 ","4","Halder Salazar E","Muy buen juego","Genial","","","true","https://www.amazon.com/gp/customer-reviews/R6KU6GGAVMR6Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/21/2021","United States 🇺🇸 ","4","Rodney Long","Would recommend it for everyone","Very fun very exciting I enjoy it","","","true","https://www.amazon.com/gp/customer-reviews/R21CRZJQJ7OBJA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/20/2021","United States 🇺🇸 ","5","C. Salcedo","Excellent port of an excellent game","An excellent Wii U port, even if you played it before, this one is so much better, with two items that can be held at once, all DLC content included, new playable characters and an awesome new battle mode. A joy to play all the time for everyone in the family.","","","true","https://www.amazon.com/gp/customer-reviews/R16UYMSG50B4G3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/19/2021","United States 🇺🇸 ","5","Yeshe Breeze","great fun game and it works","10/10 game works","","","true","https://www.amazon.com/gp/customer-reviews/RS5ZCL6ZJE4FZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/19/2021","United States 🇺🇸 ","5","Christi Walters","Fun game","Came on time! Fun game to play! My 3 year old loves playing it.","","","true","https://www.amazon.com/gp/customer-reviews/R1E2HDSG99BKN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/18/2021","United States 🇺🇸 ","4","James Yao","Four star","Nice","","","true","https://www.amazon.com/gp/customer-reviews/R3W5BZSN5VK2CS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/18/2021","United States 🇺🇸 ","4","Edna Karkut","Fun","To get closer to grandson!","","","true","https://www.amazon.com/gp/customer-reviews/R2U92ECKP9T67T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
